0.057098,-0.321274,1.31444,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.010456,-0.246361,1.2194,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.250044,-0.172686,0.792481,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.145037,-0.145268,0.836595,0.00252093,-0.000666078,0.00164479,0.999995,61,0.00134132,-0.0253384,-0.00610211
-0.0498445,-0.211252,0.936609,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.00651,-0.265017,1.2241,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
-0.10573,-0.228314,0.883723,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.30673,-0.0691452,0.336476,0.00323385,0.330764,0.0732679,0.940859,4676,-0.00462845,-0.0232802,-0.0285055
0.16374,-0.188637,0.889879,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.176378,-0.216282,0.980656,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.277614,-0.223064,0.819542,0.00323385,0.330764,0.0732679,0.940859,4676,-0.00462845,-0.0232802,-0.0285055
0.257935,-0.097746,0.631708,0.00323385,0.330764,0.0732679,0.940859,4676,-0.00462845,-0.0232802,-0.0285055
0.262804,-0.179047,0.825204,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.328601,-0.385649,1.2855,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
-0.0766971,-0.20414,0.934817,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.290296,-0.389517,1.28724,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.269693,-0.386662,1.26268,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.261951,-0.0997257,0.615478,0.00323385,0.330764,0.0732679,0.940859,4676,-0.00462845,-0.0232802,-0.0285055
0.0064352,-0.271886,1.25477,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.149367,-0.38032,1.23198,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.24072,-0.360734,1.23287,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
-0.0682541,-0.212205,0.968445,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.306505,-0.422906,1.25815,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.269591,-0.259042,0.797672,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
-0.0549267,-0.246611,0.997076,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.255368,-0.177433,0.811055,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.305084,-0.381292,1.27155,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.266165,-0.215278,0.796438,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
-0.0678706,-0.218261,0.97038,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.299903,-0.153701,0.808786,0.00323385,0.330764,0.0732679,0.940859,4676,-0.00462845,-0.0232802,-0.0285055
-0.100092,-0.0996297,0.578855,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
0.287663,-0.287363,1.00974,-0.00147616,0.00161079,-0.00171522,0.999996,4122,-0.00252869,0.0250219,0.00553983
